ID_Indicador	Descripcion	Nota
3106006008	Tasa de mortalidad por enfermedades diarreicas agudas (EDAS) en niñas menores de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión (CIE-10), códigos A00 a A09 correspondientes a cólera (A00); fiebre tifoidea y paratifoidea (A01); otras infecciones debidas a Salmonella (A02); shigelosis (A03); otras infecciones intestinales bacterianas (A04); otras intoxicaciones alimentarias bacterianas (A05); amebiasis (A06); otras enfermedades intestinales debidas a protozoarios (A07); infecciones intestinales debidas a virus y otros organismos especificados (A08); y diarrea y gastroenteritis de presunto origen infeccioso (A09). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006009	Tasa de mortalidad total por enfermedades respiratorias en menores de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9), códigos 460 a 466, 480 a 483 y 485 a 487 correspondiente a nosofaringitis aguda [resfriado común] (460); sinusitis aguda (461); faringitis aguda (462); amigdalitis aguda (463); laringitis y traqueítis agudas (464), se excluye Supraglotitis, no especificada (464.5); infecciones agudas de las vías respiratorias superiores de localización múltiple o localización no especificada (465); bronquitis y bronquiolitis aguda (466); neumonía viral (480) se excluye Neumonía por conarovirus asociado a SARS (480.3); neumonía neumocócica [neumonía por estreptococo Pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); bronconeumonía, organismo sin especificar (485); neumonía, organismo no especificado (486); gripe (487). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J00 a J22, correspondiente a los subclasificaciones de infecciones agudas de las vías respiratorias superiores (J00 a J06); influenza [gripe] y neumonía (J10 a J18); y otras infecciones agudas de las vías respiratorias inferiores (J20 a J22). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006010	Tasa de mortalidad por enfermedades respiratorias en niños menores de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9), códigos 460 a 466, 480 a 483 y 485 a 487 correspondiente a nosofaringitis aguda [resfriado común] (460); sinusitis aguda (461); faringitis aguda (462); amigdalitis aguda (463); laringitis y traqueítis agudas (464), se excluye Supraglotitis, no especificada (464.5); infecciones agudas de las vías respiratorias superiores de localización múltiple o localización no especificada (465); bronquitis y bronquiolitis aguda (466); neumonía viral (480) se excluye Neumonía por conarovirus asociado a SARS (480.3); neumonía neumocócica [neumonía por estreptococo Pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); bronconeumonía, organismo sin especificar (485); neumonía, organismo no especificado (486); gripe (487). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J00 a J22, correspondiente a los subclasificaciones de infecciones agudas de las vías respiratorias superiores (J00 a J06); influenza [gripe] y neumonía (J10 a J18); y otras infecciones agudas de las vías respiratorias inferiores (J20 a J22). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006011	Tasa de mortalidad por enfermedades respiratorias en niñas menores de 5 años	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9), códigos 460 a 466, 480 a 483 y 485 a 487 correspondiente a nosofaringitis aguda [resfriado común] (460); sinusitis aguda (461); faringitis aguda (462); amigdalitis aguda (463); laringitis y traqueítis agudas (464), se excluye Supraglotitis, no especificada (464.5); infecciones agudas de las vías respiratorias superiores de localización múltiple o localización no especificada (465); bronquitis y bronquiolitis aguda (466); neumonía viral (480) se excluye Neumonía por conarovirus asociado a SARS (480.3); neumonía neumocócica [neumonía por estreptococo Pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); bronconeumonía, organismo sin especificar (485); neumonía, organismo no especificado (486); gripe (487). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J00 a J22, correspondiente a los subclasificaciones de infecciones agudas de las vías respiratorias superiores (J00 a J06); influenza [gripe] y neumonía (J10 a J18); y otras infecciones agudas de las vías respiratorias inferiores (J20 a J22). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006012	Tasa de mortalidad por diabetes mellitus	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), código 250 (diabetes mellitus). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos E10 a E14 correspondientes a diabetes mellitus insulinodependiente (E10); diabetes mellitus no insulinodependiente (E11); diabetes mellitus asociada con desnutrición (E12); otras diabetes mellitus especificadas (E13); y  diabetes mellitus, no especificada (E14). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006013	Tasa de mortalidad por diabetes mellitus en hombres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), código 250 (diabetes mellitus). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos E10 a E14 correspondientes a diabetes mellitus insulinodependiente (E10); diabetes mellitus no insulinodependiente (E11); diabetes mellitus asociada con desnutrición (E12); otras diabetes mellitus especificadas (E13); y  diabetes mellitus, no especificada (E14). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006014	Tasa de mortalidad por diabetes mellitus en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), código 250 (diabetes mellitus). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos E10 a E14 correspondientes a diabetes mellitus insulinodependiente (E10); diabetes mellitus no insulinodependiente (E11); diabetes mellitus asociada con desnutrición (E12); otras diabetes mellitus especificadas (E13); y  diabetes mellitus, no especificada (E14). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006015	Tasa de mortalidad por enfermedad isquémica del corazón 	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9), códigos 410 a 414 correspondientes a infarto agudo del miocardio (410); otras formas agudas y subagudas de cardiopatía isquémica (411); infarto de miocardio, antiguo (412); angina de pecho (413); y otras formas de cardiopatía isquémica crónica (414). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos I20 a I25 correspndientes a angina de pecho (I20); infarto agudo del miocardio (I21); infarto subsecuente del miocardio (I22); ciertas complicaciones presentes posteriores al infarto agudo del miocardio (I23); otras enfermedades isquémicas agudas del corazón (I24); y enfermedad isquémica crónica del corazón (I25). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006016	Tasa de mortalidad por enfermedad isquémica del corazón en hombres 	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9), códigos 410 a 414 correspondientes a infarto agudo del miocardio (410); otras formas agudas y subagudas de cardiopatía isquémica (411); infarto de miocardio, antiguo (412); angina de pecho (413); y otras formas de cardiopatía isquémica crónica (414). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos I20 a I25 correspndientes a angina de pecho (I20); infarto agudo del miocardio (I21); infarto subsecuente del miocardio (I22); ciertas complicaciones presentes posteriores al infarto agudo del miocardio (I23); otras enfermedades isquémicas agudas del corazón (I24); y enfermedad isquémica crónica del corazón (I25). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006017	Tasa de mortalidad por enfermedad isquémica del corazón en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9), códigos 410 a 414 correspondientes a infarto agudo del miocardio (410); otras formas agudas y subagudas de cardiopatía isquémica (411); infarto de miocardio, antiguo (412); angina de pecho (413); y otras formas de cardiopatía isquémica crónica (414). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos I20 a I25 correspndientes a angina de pecho (I20); infarto agudo del miocardio (I21); infarto subsecuente del miocardio (I22); ciertas complicaciones presentes posteriores al infarto agudo del miocardio (I23); otras enfermedades isquémicas agudas del corazón (I24); y enfermedad isquémica crónica del corazón (I25). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006018	Tasa de mortalidad por enfermedad pulmonar obstructiva crónica (EPOC)	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 478, 490 a 492, 495 y 496. Del código 478 (otras enfermedades de tracto respiratorio superior) sólo se incluye el subcódigo 478.9 (otras enfermedades y enfermedades no especificada del tracto respiratorio superior); bronquitis no especificada como aguda ni como crónica (490); bronquitis crónica (491), enfisema (492); del código 495 (alveolitis alérgica extrínseca), se excluyeron los subcódigos 495.2 (pulmón de los criadores de pájaros), 495.3 (suberosis), 495.5 (enfermedad de los manipuladores de champiñones), 495.6 (pulmón de los descortezadores de arce); y obstrucción crónica de vías respiratorias, no clasificadas bajo otros conceptos (496). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J40 a J47 y J67 correspondientes a bronquitis, no especificada como aguda o como crónica (J40); bronquitis crónica o simple y mucopurulenta (J41); bronquitis crónica no especificada (J42); enfisema (J43); otras enfermedades pulmonares obstructivas crónicas (J44); asma (J45); estado asmático (J46); bronquiectasia (J47); y neumonitis debida a hipersensibilidad al polvo orgánico (J67), donde se excluyeron los subcódigos J67.3 (suberois), J67.5 (pulmón del manipulador de hongos) y J67.6 (pulmón del descortezador del arce). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006019	Tasa de mortalidad por enfermedad pulmonar obstructiva crónica (EPOC) en hombres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 478, 490 a 492, 495 y 496. Del código 478 (otras enfermedades de tracto respiratorio superior) sólo se incluye el subcódigo 478.9 (otras enfermedades y enfermedades no especificada del tracto respiratorio superior); bronquitis no especificada como aguda ni como crónica (490); bronquitis crónica (491), enfisema (492); del código 495 (alveolitis alérgica extrínseca), se excluyeron los subcódigos 495.2 (pulmón de los criadores de pájaros), 495.3 (suberosis), 495.5 (enfermedad de los manipuladores de champiñones), 495.6 (pulmón de los descortezadores de arce); y obstrucción crónica de vías respiratorias, no clasificadas bajo otros conceptos (496). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J40 a J47 y J67 correspondientes a bronquitis, no especificada como aguda o como crónica (J40); bronquitis crónica o simple y mucopurulenta (J41); bronquitis crónica no especificada (J42); enfisema (J43); otras enfermedades pulmonares obstructivas crónicas (J44); asma (J45); estado asmático (J46); bronquiectasia (J47); y neumonitis debida a hipersensibilidad al polvo orgánico (J67), donde se excluyeron los subcódigos J67.3 (suberois), J67.5 (pulmón del manipulador de hongos) y J67.6 (pulmón del descortezador del arce). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006020	Tasa de mortalidad por enfermedad pulmonar obstructiva crónica (EPOC) en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 478, 490 a 492, 495 y 496. Del código 478 (otras enfermedades de tracto respiratorio superior) sólo se incluye el subcódigo 478.9 (otras enfermedades y enfermedades no especificada del tracto respiratorio superior); bronquitis no especificada como aguda ni como crónica (490); bronquitis crónica (491), enfisema (492); del código 495 (alveolitis alérgica extrínseca), se excluyeron los subcódigos 495.2 (pulmón de los criadores de pájaros), 495.3 (suberosis), 495.5 (enfermedad de los manipuladores de champiñones), 495.6 (pulmón de los descortezadores de arce); y obstrucción crónica de vías respiratorias, no clasificadas bajo otros conceptos (496). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J40 a J47 y J67 correspondientes a bronquitis, no especificada como aguda o como crónica (J40); bronquitis crónica o simple y mucopurulenta (J41); bronquitis crónica no especificada (J42); enfisema (J43); otras enfermedades pulmonares obstructivas crónicas (J44); asma (J45); estado asmático (J46); bronquiectasia (J47); y neumonitis debida a hipersensibilidad al polvo orgánico (J67), donde se excluyeron los subcódigos J67.3 (suberois), J67.5 (pulmón del manipulador de hongos) y J67.6 (pulmón del descortezador del arce). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006021	Tasa de mortalidad por cáncer de tráquea, bronquios y pulmones 	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), código 162 (neoplasia maligna de tráquea, bronquios y pulmón). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos C33 y C34 correspondientes a tumor maligno de la tráquea (C33); y tumor maligno de los bronquios y el pulmón (C3)4. La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006022	Tasa de mortalidad por cáncer de tráquea, bronquios y pulmones en hombres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), código 162 (neoplasia maligna de tráquea, bronquios y pulmón). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos C33 y C34 correspondientes a tumor maligno de la tráquea (C33); y tumor maligno de los bronquios y el pulmón (C3)4. La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006023	Tasa de mortalidad por cáncer de tráquea, bronquios y pulmones en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), código 162 (neoplasia maligna de tráquea, bronquios y pulmón). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos C33 y C34 correspondientes a tumor maligno de la tráquea (C33); y tumor maligno de los bronquios y el pulmón (C3)4. La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006024	Tasa de mortalidad por tuberculosis	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 010 a 018 correspondientes a infección tuberculosa primaria (010); tuberculosis pulmonar (011); otras tuberculosis respiratorias (012); tuberculosis de meninges y del sistema nervioso central (013); tuberculosis de intestinos, peritoneo y ganglios mesentéricos (014); tuberculosis ósea y articular (015); tuberculosis del aparato genitourinario (016); tuberculosis de otros órganos (017); y tuberculosis miliar (018). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos A15 a A19 correspondientes a tuberculosis respiratoria, confirmada bacteriológica e histológicamente (A15); tuberculosis respiratoria, no confirmada bacteriológica e histológicamente (A16); tuberculosis del sistema nervioso (A17); tuberculosis de otros órganos (A18); y tuberculosis miliar (A19). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006025	Tasa de mortalidad por tuberculosis en hombres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 010 a 018 correspondientes a infección tuberculosa primaria (010); tuberculosis pulmonar (011); otras tuberculosis respiratorias (012); tuberculosis de meninges y del sistema nervioso central (013); tuberculosis de intestinos, peritoneo y ganglios mesentéricos (014); tuberculosis ósea y articular (015); tuberculosis del aparato genitourinario (016); tuberculosis de otros órganos (017); y tuberculosis miliar (018). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos A15 a A19 correspondientes a tuberculosis respiratoria, confirmada bacteriológica e histológicamente (A15); tuberculosis respiratoria, no confirmada bacteriológica e histológicamente (A16); tuberculosis del sistema nervioso (A17); tuberculosis de otros órganos (A18); y tuberculosis miliar (A19). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006026	Tasa de mortalidad por tuberculosis en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 010 a 018 correspondientes a infección tuberculosa primaria (010); tuberculosis pulmonar (011); otras tuberculosis respiratorias (012); tuberculosis de meninges y del sistema nervioso central (013); tuberculosis de intestinos, peritoneo y ganglios mesentéricos (014); tuberculosis ósea y articular (015); tuberculosis del aparato genitourinario (016); tuberculosis de otros órganos (017); y tuberculosis miliar (018). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos A15 a A19 correspondientes a tuberculosis respiratoria, confirmada bacteriológica e histológicamente (A15); tuberculosis respiratoria, no confirmada bacteriológica e histológicamente (A16); tuberculosis del sistema nervioso (A17); tuberculosis de otros órganos (A18); y tuberculosis miliar (A19). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006027	Tasa de mortalidad por enfermedades respiratorias	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). En 1981, códigos 466, 480 a 483 y 485 a 487 correspondientes a bronquitis y bronquiolitis aguda (466); neumonía viral (480) se excluye neumonía por conarovirus asociado a SARS (480.3); neumonía neumocócica [neumonía por Estreptococo pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); bronconeumonía, organismo sin especificar (485); neumonía, organismo no especificado (486); gripe (487), códigos 460 a 466, correspondiente a nosofaringitis aguda [resfriado común] (460); sinusitis aguda (461); faringitis aguda (462); amigdalitis aguda (463); laringitis y traqueítis agudas (464), se excluye Supraglotitis, no especificada (464.5); infecciones agudas de las vías respiratorias superiores de localización múltiple o localización no especificada (465); bronquitis y bronquiolitis aguda (466). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J00 a J22, correspondiente a los subclasificaciones de infecciones agudas de las vías respiratorias superiores (J00 a J06); influenza [gripe] y neumonía (J10 a J18); y otras infecciones agudas de las vías respiratorias inferiores (J20 a J22). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006028	Tasa de mortalidad por enfermedades respiratorias en hombres 	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). En 1981, códigos 466, 480 a 483 y 485 a 487 correspondientes a bronquitis y bronquiolitis aguda (466); neumonía viral (480) se excluye neumonía por conarovirus asociado a SARS (480.3); neumonía neumocócica [neumonía por Estreptococo pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); bronconeumonía, organismo sin especificar (485); neumonía, organismo no especificado (486); gripe (487), códigos 460 a 466, correspondiente a nosofaringitis aguda [resfriado común] (460); sinusitis aguda (461); faringitis aguda (462); amigdalitis aguda (463); laringitis y traqueítis agudas (464), se excluye Supraglotitis, no especificada (464.5); infecciones agudas de las vías respiratorias superiores de localización múltiple o localización no especificada (465); bronquitis y bronquiolitis aguda (466). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J00 a J22, correspondiente a los subclasificaciones de infecciones agudas de las vías respiratorias superiores (J00 a J06); influenza [gripe] y neumonía (J10 a J18); y otras infecciones agudas de las vías respiratorias inferiores (J20 a J22). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006029	Tasa de mortalidad por enfermedades respiratorias en mujeres 	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades (CIE-9). En 1981, códigos 466, 480 a 483 y 485 a 487 correspondientes a bronquitis y bronquiolitis aguda (466); neumonía viral (480) se excluye neumonía por conarovirus asociado a SARS (480.3); neumonía neumocócica [neumonía por Estreptococo pneumoniae] (481); otra neumonía bacteriana (482); neumonía por otro organismo especificado (483); bronconeumonía, organismo sin especificar (485); neumonía, organismo no especificado (486); gripe (487), códigos 460 a 466, correspondiente a nosofaringitis aguda [resfriado común] (460); sinusitis aguda (461); faringitis aguda (462); amigdalitis aguda (463); laringitis y traqueítis agudas (464), se excluye Supraglotitis, no especificada (464.5); infecciones agudas de las vías respiratorias superiores de localización múltiple o localización no especificada (465); bronquitis y bronquiolitis aguda (466). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, códigos J00 a J22, correspondiente a los subclasificaciones de infecciones agudas de las vías respiratorias superiores (J00 a J06); influenza [gripe] y neumonía (J10 a J18); y otras infecciones agudas de las vías respiratorias inferiores (J20 a J22). La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006030	Tasa de mortalidad por cáncer de mama	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 174 y 175 correspondientes a neoplasia maligna de la mama femenina (174); y neoplasia maligna de la mama masculina (175). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, código C50 (tumor maligno de la mama). El total nacional incluye a la población con sexo no especificado. La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006031	Tasa de mortalidad por cáncer de mama en hombres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 174 y 175 correspondientes a neoplasia maligna de la mama femenina (174); y neoplasia maligna de la mama masculina (175). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, código C50 (tumor maligno de la mama). El total nacional incluye a la población con sexo no especificado. La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106006032	Tasa de mortalidad por cáncer de mama en mujeres	De 1990 a 1997 se utilizó la Clasificación Internacional de Enfermedades 9ª Revisión (CIE9MC), códigos 174 y 175 correspondientes a neoplasia maligna de la mama femenina (174); y neoplasia maligna de la mama masculina (175). De 1998 a 2008 se utilizó la Clasificación Estadística Internacional de Enfermedades y Problemas Relacionados con la Salud 10ª Revisión, código C50 (tumor maligno de la mama). El total nacional incluye a la población con sexo no especificado. La tasa de mortalidad observada fue calculada con base en las proyecciones de población de CONAPO, 1970-2030.
3106008001	Tasa de mortalidad femenina por cáncer de cuello uterino	Defunciones de mujeres por cáncer de cuello uterino por cada 100 mil mujeres de 25 años de edad y más.
3106014001	Tasa de mortalidad masculina por cáncer de hígado	Defunciones de hombres por cáncer de hígado por cada 100 mil hombres de 25 años de edad y más.
3106022001	Tasa de mortalidad masculina por cáncer de próstata	Defunciones de hombres por cáncer de próstata por cada 100 mil hombres de 25 años de edad y más.
3108001001	Porcentaje de analfabetas total	Considera la Población de 15 años y más, excepto para los años 1921 (de 10 años y más) y 1950 (6 años y más). Para 1910: El estado de Baja California Sur formaba parte del territorio de Baja California, por lo que los datos de la población censada en este último incluyen los del primero.
3108001002	Porcentaje de analfabetas hombres	Considera la Población de 15 años y más, excepto para los años 1921 (de 10 años y más) y 1950 (6 años y más). Para 1910: El estado de Baja California Sur formaba parte del territorio de Baja California, por lo que los datos de la población censada en este último incluyen los del primero.
3108001003	Porcentaje de analfabetas mujeres	Considera la Población de 15 años y más, excepto para los años 1921 (de 10 años y más) y 1950 (6 años y más). Para 1910: El estado de Baja California Sur formaba parte del territorio de Baja California, por lo que los datos de la población censada en este último incluyen los del primero.
3108001004	Porcentaje de hombres de 6 a 14 años que asiste a la escuela	1970 se excluye la población que asiste a Centros de Capacitación y adiestramiento. Para 1980 la Población de 6 a 14 años que asiste, solo se refiere a nivel Primaria.
3108001005	Porcentaje de mujeres de 6 a 14 años que asiste a la escuela	1970 se excluye la población que asiste a Centros de Capacitación y adiestramiento. Para 1980 la Población de 6 a 14 años que asiste, solo se refiere a nivel Primaria.
3108001006	Porcentaje de hombres de 15 años y más en rezago educativo	El indicador comprende a la población sin instrucción, con primaria incompleta o completa y con secundaria incompleta.
3108001007	Porcentaje de mujeres de 15 años y más en rezago educativo	El indicador comprende a la población sin instrucción, con primaria incompleta o completa y con secundaria incompleta.
3111001002	Existencias de aves de corral (población de aves)	Incluye ave para carne y huevo. Excluye guajolotes.
3114003001	Porcentaje de viviendas con paredes de materiales sólidos	Se refiere a materiales durables como tabique, ladrillo, block, piedra, cantera o cemento. A partir de 1950, en los censos se empieza a captar información respecto de las viviendas habitadas por medio de la boleta censal. En 1990, 1995 y 2000 la información corresponde al total de viviendas particulares habitadas.
3114004001	Porcentaje de viviendas con piso de tierra	A partir de 1950, en los censos se empieza a captar información respecto de las viviendas habitadas por medio de la boleta censal. En 1990, 1995 y 2000 la información corresponde al total de viviendas particulares habitadas.
3114005001	Porcentaje de viviendas con agua entubada	La información considera la disponibilidad de agua entubada dentro de la vivienda y dentro del terreno proveniente de redes públicas de abastecimiento o de otras fuentes. A partir de 1950, en los censos se empieza a captar información respecto de las viviendas habitadas por medio de la boleta censal. En 1990, 1995 y 2000 la información corresponde al total de viviendas particulares habitadas.
3114006001	Porcentaje de viviendas con electricidad	La información considera las viviendas particulares que cuentan con electricidad en la vivienda. A partir de 1950, en los censos se empieza a captar información respecto de las viviendas habitadas por medio de la boleta censal. En 1990, 1995 y 2000 la información corresponde al total de viviendas particulares habitadas.
3116001002	PIB per cápita	A precios de 2003.
3116001003	Variación porcentual anual del PIB	A precios de 2003.
